AP,"5285","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5285","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5285","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5285","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5285","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5285","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5285","56",""
AP,"5285","74",""
"A","5285","3","End"
"A","5294","3","Start"
AP,"5294","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5294","20","RuleSetImage_5"
AP,"5294","21",""
AP,"5294","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5294","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5294","24",""
AP,"5294","25",""
AP,"5294","26",""
AP,"5294","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5294","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5294","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5294","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5294","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5294","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5294","56",""
AP,"5294","74",""
"A","5294","3","End"
"A","5295","3","Start"
AP,"5295","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5295","20","RuleSetImage_6"
AP,"5295","21",""
AP,"5295","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5295","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5295","24",""
AP,"5295","25",""
AP,"5295","26",""
AP,"5295","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5295","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5295","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5295","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5295","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5295","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5295","56",""
AP,"5295","74",""
"A","5295","3","End"
"A","5304","3","Start"
AP,"5304","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5304","20","RuleSetImage_7"
AP,"5304","21",""
AP,"5304","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5304","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5304","24",""
AP,"5304","25",""
AP,"5304","26",""
AP,"5304","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5304","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5304","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5304","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5304","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5304","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5304","56",""
AP,"5304","74",""
"A","5304","3","End"
"A","5305","3","Start"
AP,"5305","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5305","20","RuleSetImage_8"
AP,"5305","21",""
AP,"5305","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5305","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5305","24",""
AP,"5305","25",""
AP,"5305","26",""
AP,"5305","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5305","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5305","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5305","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5305","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5305","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5305","56",""
AP,"5305","74",""
"A","5305","3","End"
"A","5314","3","Start"
AP,"5314","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5314","20","RuleSetImage_9"
AP,"5314","21",""
AP,"5314","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5314","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5314","24",""
AP,"5314","25",""
AP,"5314","26",""
AP,"5314","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5314","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5314","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5314","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5314","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5314","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5314","56",""
AP,"5314","74",""
"A","5314","3","End"
"A","5315","3","Start"
AP,"5315","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5315","20","RuleSetImage_10"
AP,"5315","21",""
AP,"5315","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5315","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5315","24",""
AP,"5315","25",""
AP,"5315","26",""
AP,"5315","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5315","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5315","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5315","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5315","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5315","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5315","56",""
AP,"5315","74",""
"A","5315","3","End"
"A","5324","3","Start"
AP,"5324","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5324","20","RuleSetImage_11"
AP,"5324","21",""
AP,"5324","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5324","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5324","24",""
AP,"5324","25",""
AP,"5324","26",""
AP,"5324","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5324","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5324","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5324","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5324","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5324","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5324","56",""
AP,"5324","74",""
"A","5324","3","End"
"A","5325","3","Start"
AP,"5325","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5325","20","RuleSetImage_12"
AP,"5325","21",""
AP,"5325","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5325","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5325","24",""
AP,"5325","25",""
AP,"5325","26",""
AP,"5325","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5325","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5325","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5325","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5325","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5325","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5325","56",""
AP,"5325","74",""
"A","5325","3","End"
"A","5334","3","Start"
AP,"5334","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5334","20","RuleSetImage_13"
AP,"5334","21",""
AP,"5334","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5334","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5334","24",""
AP,"5334","25",""
AP,"5334","26",""
AP,"5334","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5334","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5334","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5334","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5334","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5334","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5334","56",""
AP,"5334","74",""
"A","5334","3","End"
"A","5335","3","Start"
AP,"5335","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5335","20","RuleSetImage_14"
AP,"5335","21",""
AP,"5335","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5335","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5335","24",""
AP,"5335","25",""
AP,"5335","26",""
AP,"5335","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5335","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5335","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5335","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5335","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5335","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5335","56",""
AP,"5335","74",""
"A","5335","3","End"
"A","5344","3","Start"
AP,"5344","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5344","20","RuleSetImage_15"
AP,"5344","21",""
AP,"5344","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5344","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5344","24",""
AP,"5344","25",""
AP,"5344","26",""
AP,"5344","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5344","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5344","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5344","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5344","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5344","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5344","56",""
AP,"5344","74",""
"A","5344","3","End"
"A","5345","3","Start"
AP,"5345","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5345","20","RuleSetImage_16"
AP,"5345","21",""
AP,"5345","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5345","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5345","24",""
AP,"5345","25",""
AP,"5345","26",""
AP,"5345","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5345","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5345","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5345","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5345","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5345","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5345","56",""
AP,"5345","74",""
"A","5345","3","End"
"A","5354","3","Start"
AP,"5354","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5354","20","RuleSetImage_17"
AP,"5354","21",""
AP,"5354","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5354","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5354","24",""
AP,"5354","25",""
AP,"5354","26",""
AP,"5354","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5354","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5354","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5354","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5354","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5354","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5354","56",""
AP,"5354","74",""
"A","5354","3","End"
"A","5355","3","Start"
AP,"5355","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5355","20","RuleSetImage_18"
AP,"5355","21",""
AP,"5355","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5355","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5355","24",""
AP,"5355","25",""
AP,"5355","26",""
AP,"5355","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5355","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5355","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5355","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5355","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5355","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5355","56",""
AP,"5355","74",""
"A","5355","3","End"
"A","5364","3","Start"
AP,"5364","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5364","20","RuleSetImage_19"
AP,"5364","21",""
AP,"5364","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5364","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5364","24",""
AP,"5364","25",""
AP,"5364","26",""
AP,"5364","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5364","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5364","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5364","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5364","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5364","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5364","56",""
AP,"5364","74",""
"A","5364","3","End"
"A","5365","3","Start"
AP,"5365","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5365","20","RuleSetImage_20"
AP,"5365","21",""
AP,"5365","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5365","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5365","24",""
AP,"5365","25",""
AP,"5365","26",""
AP,"5365","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5365","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5365","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5365","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5365","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5365","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5365","56",""
AP,"5365","74",""
"A","5365","3","End"
"A","5374","3","Start"
AP,"5374","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5374","20","RuleSetImage_21"
AP,"5374","21",""
AP,"5374","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5374","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5374","24",""
AP,"5374","25",""
AP,"5374","26",""
AP,"5374","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5374","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5374","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5374","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5374","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5374","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5374","56",""
AP,"5374","74",""
"A","5374","3","End"
"A","5375","3","Start"
AP,"5375","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5375","20","RuleSetImage_22"
AP,"5375","21",""
AP,"5375","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5375","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5375","24",""
AP,"5375","25",""
AP,"5375","26",""
AP,"5375","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5375","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5375","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5375","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5375","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5375","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5375","56",""
AP,"5375","74",""
"A","5375","3","End"
"A","5384","3","Start"
AP,"5384","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5384","20","RuleSetImage_23"
AP,"5384","21",""
AP,"5384","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5384","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5384","24",""
AP,"5384","25",""
AP,"5384","26",""
AP,"5384","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5384","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5384","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5384","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5384","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5384","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5384","56",""
AP,"5384","74",""
"A","5384","3","End"
"A","5385","3","Start"
AP,"5385","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5385","20","RuleSetImage_24"
AP,"5385","21",""
AP,"5385","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5385","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5385","24",""
AP,"5385","25",""
AP,"5385","26",""
AP,"5385","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5385","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5385","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5385","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5385","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5385","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5385","56",""
AP,"5385","74",""
"A","5385","3","End"
"A","5394","3","Start"
AP,"5394","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5394","20","RuleSetImage_25"
AP,"5394","21",""
AP,"5394","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5394","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5394","24",""
AP,"5394","25",""
AP,"5394","26",""
AP,"5394","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5394","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5394","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5394","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5394","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5394","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5394","56",""
AP,"5394","74",""
"A","5394","3","End"
"A","5395","3","Start"
AP,"5395","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5395","20","RuleSetImage_26"
AP,"5395","21",""
AP,"5395","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5395","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5395","24",""
AP,"5395","25",""
AP,"5395","26",""
AP,"5395","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5395","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5395","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5395","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5395","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5395","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5395","56",""
AP,"5395","74",""
"A","5395","3","End"
"A","5404","3","Start"
AP,"5404","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability1</value></root>"
AP,"5404","20","RuleSetImage_27"
AP,"5404","21",""
AP,"5404","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5404","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5404","24",""
AP,"5404","25",""
AP,"5404","26",""
AP,"5404","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5404","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5404","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5404","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5404","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5404","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5404","56",""
AP,"5404","74",""
"A","5404","3","End"
"A","5405","3","Start"
AP,"5405","19","<root entity="ItemProperty" isMetaData="0" typeID="1"><value>ability2</value></root>"
AP,"5405","20","RuleSetImage_28"
AP,"5405","21",""
AP,"5405","22","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5405","23","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5405","24",""
AP,"5405","25",""
AP,"5405","26",""
AP,"5405","27","<root entity="ItemProperty" isMetaData="0" typeID="7"><value /><selectedunit /></root>"
AP,"5405","51","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5405","52","<root entity="ItemProperty" isMetaData="0" typeID="15"><value /></root>"
AP,"5405","53","<root entity="ItemProperty" isMetaData="0" typeID="4"><value /></root>"
AP,"5405","54","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5405","55","<root entity="ItemProperty" isMetaData="0" typeID="14"><value /></root>"
AP,"5405","56",""
AP,"5405","74",""
"A","5405","3","End"
"A","5414","3","Start"
